,DistrictId,Rooms,Square,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Social_1,Social_2,Social_3,Helthcare_2,Shops_1,Ecology_2_A,Ecology_2_B,Ecology_3_A,Ecology_3_B,Shops_2_A,Shops_2_B
6099,6,2.0,64.4689229342562,9.0,5.0,17.0,2017,0.243204519,5,1564,0,0,0,0,1,0,1,0,1
6100,8,1.0,30.61273973919336,5.0,8.0,9.0,1972,0.458174486,26,4439,1,1,5,0,1,1,0,0,1
6102,175,1.0,40.56510302124098,11.0,3.0,12.0,1986,0.007658515,35,7077,56,3,19,0,1,0,1,0,1
6103,57,3.0,78.57365675930208,10.0,19.0,22.0,2000,0.090799103,74,19083,2,5,15,0,1,0,1,0,1
6104,101,1.0,33.9313760387193,5.0,5.0,5.0,1967,0.225824954,41,6558,7,3,2,1,0,0,1,0,1
6105,1,3.0,87.03013929983257,12.0,17.0,17.0,2013,0.007122317,1,264,0,0,1,0,1,0,1,0,1
6106,23,1.0,45.38520573190043,1.0,1.0,1.0,2014,0.014072961,2,475,0,0,0,0,1,0,1,0,1
6107,100,1.0,35.721950527001475,6.0,2.0,5.0,1963,0.200146802,23,3975,8,2,0,0,1,0,1,0,1
6108,113,3.0,74.7469338030326,9.0,13.0,17.0,2011,0.060753049,15,2787,2,0,7,0,1,0,1,0,1
6109,7,2.0,60.243842936639204,10.0,15.0,22.0,2008,0.130617806,39,10418,9,1,9,0,1,0,1,0,1
6110,37,1.0,40.30690860084773,7.0,5.0,17.0,1989,0.17891679600000002,18,3594,4,1,5,0,1,0,1,0,1
6111,38,1.0,47.837629919443124,1.0,21.0,24.0,2014,0.060753049,15,2787,2,0,7,0,1,0,1,0,1
6112,160,2.0,48.04733755033365,6.0,9.0,9.0,1977,0.0,39,8647,0,0,5,0,1,0,1,0,1
6114,2,2.0,46.13180999023524,6.0,3.0,9.0,1971,0.309479124,35,7715,4,0,6,0,1,0,1,0,1
6115,23,1.0,41.1052267499813,7.0,17.0,17.0,2015,0.075778755,6,1437,3,0,2,0,1,0,1,0,1
6116,12,1.0,42.98435885936496,8.0,17.0,17.0,1993,0.090799103,74,19083,2,5,15,0,1,0,1,0,1
6117,17,3.0,54.03655417004539,8.0,6.0,21.0,2017,0.093442564,23,4635,5,2,4,0,1,0,1,0,1
6118,25,2.0,54.029235465125815,9.0,4.0,12.0,1998,0.069753361,53,13670,4,1,11,0,1,0,1,0,1
6119,21,2.0,45.04168715560878,5.0,5.0,9.0,1976,0.194489265,47,8004,3,3,5,0,1,0,1,0,1
6120,37,2.0,46.11321023321165,6.0,7.0,9.0,1970,0.127811589,28,7287,5,1,3,0,1,0,1,0,1
6121,34,3.0,75.41479301281984,10.0,16.0,17.0,2004,0.069753361,53,13670,4,1,11,0,1,0,1,0,1
6123,6,2.0,62.00023906273983,1.0,12.0,17.0,2014,0.243204519,5,1564,0,0,0,0,1,0,1,0,1
6125,105,1.0,25.494401716243445,5.0,3.0,5.0,1970,0.040242764,25,3478,11,3,1,0,1,0,1,0,1
6126,202,3.0,94.13748891269728,9.0,4.0,7.0,1983,0.0,30,7538,87,5,5,0,1,0,1,0,1
6127,21,3.0,71.28507691217136,7.0,16.0,16.0,1979,0.194489265,47,8004,3,3,5,0,1,0,1,0,1
6128,58,1.0,34.64688104370469,8.0,12.0,18.0,2019,0.43788524,23,5735,3,0,5,0,1,0,1,0,1
6129,31,2.0,63.575287032086074,9.0,7.0,8.0,1959,0.0,23,3684,2,0,4,0,1,0,1,0,1
6130,101,2.0,46.60629829984026,5.0,4.0,5.0,1960,0.225824954,41,6558,7,3,2,1,0,0,1,0,1
6131,5,1.0,51.94458733880648,1.0,6.0,9.0,1977,0.150817539,16,3433,4,4,5,0,1,0,1,0,1
6132,58,1.0,41.382780400905574,7.0,9.0,17.0,2001,0.050755569,24,5469,1,0,1,0,1,0,1,0,1
6133,9,2.0,42.671156196193024,6.0,9.0,16.0,1969,0.31019913,11,2748,1,0,0,0,1,0,1,0,1
6134,5,1.0,45.16675626614589,1.0,5.0,5.0,1977,0.150817539,16,3433,4,4,5,0,1,0,1,0,1
6135,9,2.0,49.042670182664004,7.0,7.0,12.0,2010,0.161531741,25,5648,1,2,4,0,1,0,1,0,1
6137,0,3.0,65.75625669498976,6.0,2.0,9.0,1969,0.319809354,25,4756,16,5,8,0,1,0,1,0,1
6138,7,2.0,53.705827961928904,8.0,11.0,12.0,1983,0.035145267,42,9292,3,0,3,0,1,0,1,0,1
6139,85,1.0,53.11023353319837,10.0,8.0,14.0,1977,0.037177818,52,11217,1,1,7,0,1,0,1,0,1
6141,119,2.0,49.828485015601814,5.0,4.0,5.0,1963,0.000995363,42,7651,1,1,5,0,1,0,1,0,1
6142,44,3.0,56.95816521638435,6.0,6.0,9.0,1970,0.036122292,24,4378,0,1,1,0,1,0,1,0,1
6143,93,3.0,53.834233072485276,6.0,7.0,9.0,1976,0.521867054,25,6149,0,0,0,0,1,0,1,0,1
6145,27,1.0,65.32210488891639,1.0,1.0,1.0,2017,0.01405792,1,290,0,0,0,0,1,0,1,0,1
6146,187,1.0,37.763893675678,6.0,5.0,10.0,2000,0.041116354,53,14892,4,1,4,0,1,0,1,0,1
6147,35,4.0,101.39229770041679,10.0,17.0,22.0,1998,0.089039719,33,7976,5,0,11,0,1,0,1,0,1
6149,88,0.0,38.6971170089138,9.0,9.0,16.0,1982,0.127375905,43,8429,3,3,9,0,1,0,1,0,1
6150,1,1.0,33.748681023895394,5.0,5.0,5.0,1963,0.036270089,6,1318,1,1,1,0,1,0,1,0,1
6152,22,1.0,33.18462800526186,5.0,6.0,9.0,1966,0.000995363,42,7651,1,1,5,0,1,0,1,0,1
6153,96,3.0,83.77867670594716,10.0,2.0,10.0,2003,0.041116354,53,14892,4,1,4,0,1,0,1,0,1
6154,31,3.0,76.91950936801364,9.0,9.0,17.0,2000,0.151346216,32,5889,10,4,1,0,1,1,0,0,1
6155,90,1.0,27.29875679835603,3.0,1.0,5.0,1967,0.265088676,37,5288,0,3,2,0,1,0,1,0,1
6156,1,1.0,40.774128467601926,8.0,17.0,17.0,1992,0.025609157,33,5261,0,3,1,0,1,0,1,0,1
6157,6,1.0,44.599502104278535,1.0,4.0,17.0,2016,0.243204519,5,1564,0,0,0,0,1,0,1,0,1
6158,22,1.0,45.051784645213814,10.0,12.0,12.0,1978,0.118537385,30,6207,1,1,0,0,1,0,1,0,1
6159,7,1.0,41.571093162801795,9.0,8.0,16.0,1989,0.035145267,42,9292,3,0,3,0,1,0,1,0,1
6160,8,2.0,54.32527086633293,11.0,10.0,20.0,2011,0.458174486,26,4439,1,1,5,0,1,1,0,0,1
6161,27,1.0,51.018287636075705,0.0,1.0,1.0,2016,0.017647053,2,469,0,0,0,0,1,0,1,0,1
6162,57,2.0,53.11507015903123,9.0,3.0,12.0,2001,0.090799103,74,19083,2,5,15,0,1,0,1,0,1
6163,169,1.0,43.11885656903811,8.0,6.0,12.0,1980,0.300322518,52,10311,6,1,9,0,1,0,1,0,1
6164,94,1.0,36.72780762702715,5.0,9.0,9.0,1978,0.282797669,33,8667,2,0,6,0,1,0,1,0,1
6165,73,2.0,60.923521797016726,7.0,9.0,16.0,2007,0.042031587,37,6856,84,2,5,0,1,0,1,0,1
6166,7,3.0,116.02369343704828,20.0,3.0,18.0,2017,0.035145267,42,9292,3,0,3,0,1,0,1,0,1
6168,42,1.0,41.983314326091694,7.0,7.0,12.0,2007,0.158249043,21,5731,0,1,0,0,1,0,1,0,1
6171,91,1.0,33.104130331576535,5.0,3.0,5.0,1962,0.333891544,30,6564,1,0,0,0,1,0,1,0,1
6172,101,3.0,64.05488748224647,7.0,1.0,4.0,1960,0.225824954,41,6558,7,3,2,1,0,0,1,0,1
6173,3,1.0,36.869001922819905,6.0,6.0,9.0,1972,0.050900058,43,10621,1,2,3,0,1,0,1,0,1
6174,99,3.0,62.68336384378135,6.0,1.0,9.0,1973,0.012338886,35,5776,1,2,4,0,1,0,1,0,1
6175,60,2.0,48.41709953448598,5.0,2.0,9.0,1968,0.21843974,21,4472,6,4,7,0,1,0,1,1,0
6176,138,1.0,39.18535341312665,7.0,2.0,17.0,2002,0.195781053,23,5212,6,3,2,0,1,0,1,0,1
6177,41,1.0,42.90980002794448,9.0,14.0,16.0,1980,0.175054867,36,10055,3,1,0,0,1,0,1,0,1
6178,9,2.0,66.54212447478864,1.0,1.0,1.0,1977,0.161531741,25,5648,1,2,4,0,1,0,1,0,1
6180,1,2.0,48.95202256724248,5.0,1.0,9.0,1970,0.007122317,1,264,0,0,1,0,1,0,1,0,1
6182,8,3.0,79.88194230809025,8.0,1.0,7.0,1998,0.458174486,26,4439,1,1,5,0,1,1,0,0,1
6183,78,3.0,59.00147724443357,5.0,9.0,9.0,1981,0.219006007,28,6746,3,1,4,0,1,0,1,0,1
6184,53,2.0,57.92193179996679,10.0,11.0,24.0,2019,0.049637257,34,7759,0,1,3,0,1,0,1,0,1
6185,63,2.0,43.98014287359924,5.0,6.0,12.0,1971,0.23861713,26,3889,6,3,6,0,1,0,1,0,1
6187,57,2.0,54.16413330194779,9.0,8.0,12.0,1984,0.407276235,9,1768,0,0,0,1,0,0,1,1,0
6189,66,1.0,36.24864161989933,10.0,12.0,12.0,1970,0.161975568,31,7010,5,3,7,0,1,1,0,0,1
6190,27,2.0,62.90384355845713,11.0,12.0,14.0,2013,0.017647053,2,469,0,0,0,0,1,0,1,0,1
6191,9,3.0,87.69330793000971,10.0,7.0,17.0,2015,0.161531741,25,5648,1,2,4,0,1,0,1,0,1
6192,88,4.0,99.3030703368525,10.0,3.0,22.0,2010,0.127375905,43,8429,3,3,9,0,1,0,1,0,1
6193,44,3.0,83.2683175322264,10.0,23.0,23.0,2008,0.232205084,24,4860,1,0,3,0,1,0,1,0,1
6194,23,3.0,73.17745452281225,8.0,3.0,5.0,1979,0.014072961,2,475,0,0,0,0,1,0,1,0,1
6196,41,1.0,38.43372015023194,6.0,3.0,9.0,1976,6.99893e-05,46,10309,1,1,16,0,1,0,1,0,1
6197,6,2.0,63.24505766968996,12.0,3.0,17.0,2015,0.243204519,5,1564,0,0,0,0,1,0,1,0,1
6202,6,1.0,41.54796790552245,1.0,9.0,17.0,2017,0.243204519,5,1564,0,0,0,0,1,0,1,0,1
6203,38,1.0,34.743810837087324,9.0,7.0,16.0,1975,0.060753049,15,2787,2,0,7,0,1,0,1,0,1
6205,8,2.0,52.408683647063796,8.0,9.0,14.0,1976,0.458174486,26,4439,1,1,5,0,1,1,0,0,1
6206,30,2.0,66.21793060155245,1.0,17.0,17.0,2015,7.81528e-05,22,6398,141,3,23,0,1,0,1,0,1
6207,64,3.0,52.91509371482051,6.0,3.0,9.0,1973,0.002211665,39,7614,3,1,5,0,1,0,1,1,0
6208,7,2.0,49.65280742492528,8.0,4.0,5.0,1932,0.130617806,39,10418,9,1,9,0,1,0,1,0,1
6209,52,3.0,69.41687687677329,9.0,10.0,12.0,1971,0.371148999,34,7065,1,2,5,0,1,0,1,0,1
6211,57,2.0,47.86564318367415,6.0,3.0,12.0,1981,0.13321533300000002,49,11395,3,3,4,0,1,0,1,1,0
6212,67,3.0,80.34159259925882,8.0,6.0,14.0,1987,0.0077202819999999985,38,4788,2,0,4,0,1,0,1,0,1
6213,44,1.0,37.7657311573465,6.0,2.0,9.0,1979,0.232205084,24,4860,1,0,3,0,1,0,1,0,1
6214,31,3.0,50.91485790840485,4.0,4.0,4.0,1960,0.151346216,32,5889,10,4,1,0,1,1,0,0,1
6215,47,2.0,47.28056565441123,6.0,12.0,12.0,1976,0.101872465,23,4583,3,3,3,0,1,0,1,0,1
6216,2,2.0,46.31039729554927,5.0,5.0,5.0,1965,0.130617806,39,10418,9,1,9,0,1,0,1,0,1
6217,41,2.0,46.65289775981865,6.0,5.0,5.0,1971,0.175054867,36,10055,3,1,0,0,1,0,1,0,1
6218,87,1.0,37.59793091234166,8.0,17.0,17.0,1990,0.100455735,43,7227,0,1,6,0,1,0,1,1,0
6220,105,2.0,46.886875190818145,5.0,5.0,5.0,1964,0.040242764,25,3478,11,3,1,0,1,0,1,0,1
6221,42,2.0,56.079769290044595,9.0,8.0,12.0,2007,0.158249043,21,5731,0,1,0,0,1,0,1,0,1
6222,105,1.0,31.87130305480969,5.0,1.0,5.0,1965,0.040242764,25,3478,11,3,1,0,1,0,1,0,1
6223,169,3.0,71.77316610026793,10.0,20.0,25.0,2017,0.17891679600000002,18,3594,4,1,5,0,1,0,1,0,1
6225,8,1.0,40.6170690541548,8.0,3.0,16.0,1985,0.458174486,26,4439,1,1,5,0,1,1,0,0,1
6226,64,2.0,46.80831940141033,6.0,5.0,9.0,1972,0.002211665,39,7614,3,1,5,0,1,0,1,1,0
6227,1,3.0,80.10194484207379,1.0,14.0,17.0,1977,0.007122317,1,264,0,0,1,0,1,0,1,0,1
6228,78,2.0,58.236524591078634,9.0,14.0,16.0,2005,0.092290642,21,4346,2,1,2,0,1,0,1,0,1
6229,155,3.0,69.54066521404351,7.0,7.0,12.0,1972,0.042307271,17,2810,9,3,6,0,1,0,1,0,1
6230,30,4.0,121.71772613550263,1.0,1.0,2.0,2017,7.81528e-05,22,6398,141,3,23,0,1,0,1,0,1
6231,18,3.0,74.9449272198828,9.0,6.0,17.0,1996,0.0,30,5562,0,0,5,0,1,0,1,1,0
6232,39,2.0,47.80767866091504,6.0,4.0,9.0,1972,0.428825818,25,5011,8,0,2,0,1,0,1,0,1
6233,147,2.0,45.166831500935935,5.0,5.0,5.0,1962,0.319809354,25,4756,16,5,8,0,1,0,1,0,1
6236,1,1.0,43.313079542247934,8.0,13.0,14.0,1990,0.025609157,33,5261,0,3,1,0,1,0,1,0,1
6237,34,1.0,45.03622414659903,0.0,5.0,17.0,2014,0.069753361,53,13670,4,1,11,0,1,0,1,0,1
6238,2,1.0,40.62363986204389,7.0,2.0,5.0,1960,0.0,33,7425,1,2,5,0,1,0,1,0,1
6239,70,2.0,54.00444299491119,8.0,3.0,14.0,1995,0.002211665,39,7614,3,1,5,0,1,0,1,1,0
6240,96,3.0,78.44567515127773,75.0,9.0,12.0,1977,0.041116354,53,14892,4,1,4,0,1,0,1,0,1
6242,10,3.0,76.77542504532225,9.0,12.0,17.0,1988,0.089039719,33,7976,5,0,11,0,1,0,1,0,1
6246,45,1.0,30.52794586289967,5.0,5.0,9.0,1972,0.195781053,23,5212,6,3,2,0,1,0,1,0,1
6247,91,3.0,60.27697249966993,5.0,5.0,9.0,1968,0.333891544,30,6564,1,0,0,0,1,0,1,0,1
6248,59,2.0,67.24970343800888,12.0,11.0,14.0,2008,0.309479124,35,7715,4,0,6,0,1,0,1,0,1
6249,105,1.0,41.041266719958564,8.0,2.0,12.0,1984,0.040242764,25,3478,11,3,1,0,1,0,1,0,1
6250,48,3.0,76.865128619391,10.0,16.0,16.0,1984,0.041124634,46,9515,5,1,10,0,1,0,1,0,1
6251,44,2.0,39.57078838675145,6.0,5.0,12.0,1969,0.232205084,24,4860,1,0,3,0,1,0,1,0,1
6252,21,2.0,48.81219465072488,5.0,5.0,5.0,1963,0.034331497,25,5487,3,0,4,0,1,0,1,0,1
6253,19,1.0,42.67488402265717,10.0,4.0,16.0,1978,0.309479124,35,7715,4,0,6,0,1,0,1,0,1
6255,85,1.0,32.28417552744095,6.0,7.0,9.0,1978,0.037177818,52,11217,1,1,7,0,1,0,1,0,1
6256,148,3.0,107.69830160191285,11.0,11.0,20.0,2014,0.195781053,23,5212,6,3,2,0,1,0,1,0,1
6257,7,2.0,56.82821640968219,7.0,12.0,18.0,2008,0.130617806,39,10418,9,1,9,0,1,0,1,0,1
6258,123,2.0,72.6039431171796,11.0,8.0,16.0,2007,0.0,47,11319,0,3,5,0,1,0,1,0,1
6259,21,3.0,79.31568452079354,12.0,6.0,14.0,2009,0.034331497,25,5487,3,0,4,0,1,0,1,0,1
6260,47,1.0,41.307495389647286,7.0,2.0,14.0,2009,0.197367951,8,2423,1,0,1,0,1,0,1,0,1
6261,113,1.0,31.945703431025944,5.0,5.0,5.0,1967,0.307466659,30,5048,9,2,5,0,1,1,0,0,1
6262,61,1.0,40.15353905972074,8.0,9.0,16.0,1980,0.300322518,52,10311,6,1,9,0,1,0,1,0,1
6264,23,2.0,66.52716577280003,12.0,11.0,17.0,2008,0.075778755,6,1437,3,0,2,0,1,0,1,0,1
6265,39,2.0,64.49692438367939,12.0,14.0,16.0,2006,0.428825818,25,5011,8,0,2,0,1,0,1,0,1
6268,74,1.0,53.59101459865025,0.0,9.0,9.0,2016,0.075778755,6,1437,3,0,2,0,1,0,1,0,1
6269,135,2.0,55.47867473695983,9.0,8.0,17.0,1991,0.007658515,35,7077,56,3,19,0,1,0,1,0,1
6270,45,1.0,56.42111348136074,1.0,22.0,22.0,2016,0.195781053,23,5212,6,3,2,0,1,0,1,0,1
6271,3,1.0,28.959533800172487,1.0,5.0,9.0,1972,0.265088676,37,5288,0,3,2,0,1,0,1,0,1
6272,8,1.0,36.02210167494589,9.0,5.0,14.0,2010,0.43788524,23,5735,3,0,5,0,1,0,1,0,1
6273,94,2.0,60.001539292392906,1.0,8.0,20.0,2015,0.282797669,33,8667,2,0,6,0,1,0,1,0,1
6274,9,2.0,55.73622332036921,9.0,15.0,15.0,2008,0.161531741,25,5648,1,2,4,0,1,0,1,0,1
6275,125,2.0,48.16230536305481,6.0,3.0,12.0,1970,0.040242764,25,3478,11,3,1,0,1,0,1,0,1
6276,13,3.0,76.53076490874109,10.0,7.0,16.0,2003,0.090799103,74,19083,2,5,15,0,1,0,1,0,1
6277,155,2.0,61.71410901508784,9.0,6.0,6.0,1931,0.042307271,17,2810,9,3,6,0,1,0,1,0,1
6278,46,2.0,46.838421808732186,5.0,5.0,5.0,1964,0.188783766,31,6137,4,0,1,0,1,0,1,0,1
6279,6,2.0,62.13473646786253,0.0,25.0,25.0,1977,0.243204519,5,1564,0,0,0,0,1,0,1,0,1
6280,13,2.0,53.73980517687184,8.0,17.0,17.0,2000,0.090799103,74,19083,2,5,15,0,1,0,1,0,1
6281,53,3.0,76.82872023067254,8.0,9.0,12.0,1977,0.049637257,34,7759,0,1,3,0,1,0,1,0,1
6282,6,2.0,62.708645353952654,12.0,4.0,17.0,2017,0.243204519,5,1564,0,0,0,0,1,0,1,0,1
6283,102,3.0,57.39640169293922,5.0,5.0,5.0,1963,0.23861713,26,3889,6,3,6,0,1,0,1,0,1
6285,3,2.0,56.14010925060729,8.0,10.0,12.0,1984,0.050900058,43,10621,1,2,3,0,1,0,1,0,1
6286,27,3.0,95.7379768824551,15.0,3.0,3.0,2014,0.07542368,11,3097,0,0,0,0,1,0,1,0,1
6287,30,1.0,47.55659240847545,1.0,6.0,22.0,1977,7.81528e-05,22,6398,141,3,23,0,1,0,1,0,1
6288,78,1.0,34.961722319038365,6.0,5.0,9.0,1971,0.219006007,28,6746,3,1,4,0,1,0,1,0,1
6289,100,1.0,35.571791091075006,7.0,8.0,8.0,1963,0.200146802,23,3975,8,2,0,0,1,0,1,0,1
6290,166,3.0,56.56519984790246,3.0,3.0,9.0,1964,0.174739084,17,3379,9,0,3,0,1,0,1,0,1
6292,3,2.0,48.33835867536686,5.0,5.0,5.0,1968,0.265088676,37,5288,0,3,2,0,1,0,1,0,1
6293,154,2.0,39.21986475699232,7.0,7.0,12.0,1970,0.460556389,20,4386,14,1,5,0,1,0,1,0,1
6294,5,2.0,35.536882104675115,7.0,2.0,9.0,1963,0.150817539,16,3433,4,4,5,0,1,0,1,0,1
6295,2,3.0,74.13845424315521,10.0,6.0,17.0,2008,0.035145267,42,9292,3,0,3,0,1,0,1,0,1
6296,139,2.0,59.541648389363715,9.0,6.0,18.0,2010,0.122090347,29,6566,7,4,0,0,1,0,1,0,1
6297,66,4.0,66.12301644519012,5.0,7.0,9.0,1968,0.111627393,50,12238,8,2,3,0,1,0,1,0,1
6298,10,2.0,47.62292193811904,6.0,6.0,9.0,1976,0.282797669,33,8667,2,0,6,0,1,0,1,0,1
6300,58,3.0,52.92138620573822,6.0,4.0,9.0,1970,0.050755569,24,5469,1,0,1,0,1,0,1,0,1
6301,26,3.0,70.97271473765609,9.0,9.0,14.0,1974,0.0,36,6714,2,0,2,0,1,0,1,0,1
6302,29,1.0,32.246402156129854,5.0,2.0,5.0,1963,0.069660344,31,6119,4,1,2,0,1,0,1,0,1
6303,28,1.0,41.15028773563185,1.0,1.0,1.0,2016,0.118537385,30,6207,1,1,0,0,1,0,1,0,1
6304,39,1.0,37.996348214057825,9.0,11.0,16.0,1994,0.428825818,25,5011,8,0,2,0,1,0,1,0,1
6305,61,2.0,57.372631579088576,9.0,17.0,22.0,2011,0.300322518,52,10311,6,1,9,0,1,0,1,0,1
6306,8,2.0,47.88941591424847,6.0,4.0,9.0,1981,0.219006007,28,6746,3,1,4,0,1,0,1,0,1
6310,27,1.0,40.83554155731323,1.0,15.0,19.0,2016,0.211401214,9,1892,0,0,1,0,1,0,1,0,1
6311,27,3.0,86.11997464345457,11.0,4.0,9.0,2014,0.051815435,5,1227,0,0,0,0,1,0,1,0,1
6313,46,1.0,42.93598121018381,8.0,11.0,12.0,1977,0.188783766,31,6137,4,0,1,0,1,0,1,0,1
6314,1,1.0,40.97815805928284,1.0,10.0,17.0,1977,0.007122317,1,264,0,0,1,0,1,0,1,0,1
6315,126,2.0,43.63017384309607,5.0,5.0,5.0,1968,0.118537385,30,6207,1,1,0,0,1,0,1,0,1
6316,67,1.0,42.1952765265636,8.0,8.0,17.0,1987,0.100455735,43,7227,0,1,6,0,1,0,1,1,0
6317,35,2.0,49.98628083671446,6.0,9.0,9.0,1970,0.089039719,33,7976,5,0,11,0,1,0,1,0,1
6319,9,1.0,39.6300820955485,8.0,8.0,14.0,1990,0.161531741,25,5648,1,2,4,0,1,0,1,0,1
6321,27,2.0,65.51880582176277,0.0,1.0,1.0,1977,0.01405792,1,290,0,0,0,0,1,0,1,0,1
6322,46,1.0,31.371419435648278,5.0,2.0,5.0,1967,0.0,47,11319,0,3,5,0,1,0,1,0,1
6323,111,2.0,64.11790362277472,10.0,7.0,18.0,2007,0.093442564,23,4635,5,2,4,0,1,0,1,0,1
6324,1,3.0,78.18721755210767,10.0,14.0,16.0,1987,0.036270089,6,1318,1,1,1,0,1,0,1,0,1
6325,53,1.0,31.672775440885204,8.0,7.0,9.0,1968,0.049637257,34,7759,0,1,3,0,1,0,1,0,1
6326,53,1.0,36.83168484924628,6.0,9.0,9.0,1972,0.313924552,22,4625,11,2,10,0,1,0,1,0,1
6327,8,3.0,80.29138820280403,12.0,12.0,14.0,2005,0.43788524,23,5735,3,0,5,0,1,0,1,0,1
6328,21,1.0,31.153771171219496,5.0,5.0,5.0,1961,0.034331497,25,5487,3,0,4,0,1,0,1,0,1
6329,76,1.0,47.88207901962525,12.0,14.0,21.0,2011,0.0,7,1660,39,1,5,0,1,0,1,0,1
6330,63,2.0,58.87323714499074,12.0,16.0,17.0,2017,0.23861713,26,3889,6,3,6,0,1,0,1,0,1
6331,21,2.0,46.43603028325239,5.0,4.0,5.0,1968,0.034331497,25,5487,3,0,4,0,1,0,1,0,1
6332,27,1.0,164.15335978071406,6.0,3.0,5.0,1965,0.211401214,9,1892,0,0,1,0,1,0,1,0,1
6333,87,2.0,46.51102125997594,5.0,5.0,9.0,1977,0.100455735,43,7227,0,1,6,0,1,0,1,1,0
6334,170,3.0,76.98430767784139,7.0,6.0,6.0,1962,0.21843974,21,4472,6,4,7,0,1,0,1,1,0
6336,2,2.0,44.32085894165168,5.0,9.0,9.0,1968,0.130617806,39,10418,9,1,9,0,1,0,1,0,1
6337,59,3.0,110.40002734514957,18.0,7.0,20.0,2009,0.019508796,37,7687,11,5,5,0,1,0,1,0,1
6338,27,3.0,86.23490902911901,10.0,3.0,17.0,2016,0.072157581,2,629,1,0,0,0,1,0,1,1,0
6339,128,4.0,102.41464725641306,10.0,14.0,22.0,1991,0.0,27,4798,0,2,8,0,1,0,1,0,1
6340,53,3.0,84.56999779427053,12.0,18.0,24.0,2017,0.049637257,34,7759,0,1,3,0,1,0,1,0,1
6341,88,1.0,38.30982542568122,10.0,7.0,22.0,2007,0.127375905,43,8429,3,3,9,0,1,0,1,0,1
6342,84,1.0,35.99243055770044,4.0,5.0,5.0,1960,0.006076152,30,5285,0,6,6,0,1,0,1,0,1
6344,27,3.0,82.48909948646035,1.0,1.0,1.0,2018,0.072157581,2,629,1,0,0,0,1,0,1,1,0
6345,27,3.0,88.56817330972513,10.0,1.0,1.0,1977,0.072157581,2,629,1,0,0,0,1,0,1,1,0
6346,128,3.0,79.69107947732321,10.0,5.0,17.0,1993,0.0,27,4798,0,2,8,0,1,0,1,0,1
6347,62,3.0,54.127769322208174,6.0,4.0,9.0,1978,0.037177818,52,11217,1,1,7,0,1,0,1,0,1
6348,9,2.0,54.347647893054116,8.0,15.0,22.0,1986,0.136244425,11,2370,0,0,1,0,1,0,1,0,1
6349,27,1.0,45.918870658437,8.0,11.0,14.0,2008,0.041116354,53,14892,4,1,4,0,1,0,1,0,1
6350,58,2.0,48.739764486276634,6.0,3.0,12.0,1986,0.060753049,15,2787,2,0,7,0,1,0,1,0,1
6351,78,2.0,62.80742240631326,10.0,2.0,14.0,2006,0.092290642,21,4346,2,1,2,0,1,0,1,0,1
6352,58,1.0,49.73256662685613,13.0,4.0,25.0,2015,0.43788524,23,5735,3,0,5,0,1,0,1,0,1
6353,90,1.0,34.8922209111194,5.0,5.0,5.0,1966,0.265088676,37,5288,0,3,2,0,1,0,1,0,1
6354,9,2.0,65.56838050273508,1.0,1.0,1.0,1977,0.161531741,25,5648,1,2,4,0,1,0,1,0,1
6355,119,1.0,39.79988666179522,9.0,6.0,14.0,1973,0.033493708,66,10573,1,3,8,0,1,0,1,0,1
6356,104,2.0,61.77178015584139,6.0,6.0,8.0,1965,0.327018035,12,2270,23,1,0,0,1,0,1,0,1
6357,13,1.0,38.401717346748974,8.0,8.0,18.0,1999,0.090799103,74,19083,2,5,15,0,1,0,1,0,1
6360,62,2.0,72.40492822557813,0.0,17.0,17.0,2018,0.072157581,2,629,1,0,0,0,1,0,1,1,0
6361,87,1.0,38.31753973039827,8.0,6.0,17.0,1986,0.100455735,43,7227,0,1,6,0,1,0,1,1,0
6362,165,1.0,37.309324786953184,5.0,6.0,9.0,1968,0.020741326,24,5613,5,2,5,0,1,0,1,0,1
6363,6,1.0,42.18204936007592,1.0,4.0,17.0,2014,0.243204519,5,1564,0,0,0,0,1,0,1,0,1
6364,23,1.0,55.16758443293562,9.0,12.0,17.0,2012,0.075778755,6,1437,3,0,2,0,1,0,1,0,1
6365,15,2.0,62.85154471133708,11.0,8.0,12.0,2006,0.158249043,21,5731,0,1,0,0,1,0,1,0,1
6366,88,2.0,53.97514357835883,8.0,2.0,12.0,1978,0.127375905,43,8429,3,3,9,0,1,0,1,0,1
6367,67,2.0,52.876364144332044,9.0,4.0,13.0,2007,0.0077202819999999985,38,4788,2,0,4,0,1,0,1,0,1
6368,58,1.0,36.9565860324849,6.0,9.0,9.0,1978,0.050755569,24,5469,1,0,1,0,1,0,1,0,1
6371,3,1.0,39.41740524570073,7.0,10.0,17.0,2007,0.050900058,43,10621,1,2,3,0,1,0,1,0,1
6372,98,2.0,48.240488751677105,5.0,2.0,5.0,1962,0.195781053,23,5212,6,3,2,0,1,0,1,0,1
6374,57,1.0,37.68787572779218,7.0,4.0,14.0,2003,0.090799103,74,19083,2,5,15,0,1,0,1,0,1
6377,38,2.0,60.83484210785525,12.0,11.0,17.0,2008,0.060753049,15,2787,2,0,7,0,1,0,1,0,1
6378,64,3.0,81.53569581133695,10.0,15.0,22.0,2002,0.135649789,46,7960,6,3,11,0,1,0,1,0,1
